index_ric,tr_indexname,tr_indexjlconstituentchangedate,tr_indexjlconstituentric,tr_indexjlconstituentname,tr_indexjlconstituentcomname,constituent_ric
.IXIC,NASDAQ COMPOSITE,2015-07-24T00:00:00Z,ACFN.OQ^G15,Acorn Energy,Acorn Energy Inc,ACFN.OQ
.IXIC,NASDAQ COMPOSITE,2015-07-27T00:00:00Z,DTV.OQ^G15,DIRCTV,DIRECTV,DTV.OQ
.IXIC,NASDAQ COMPOSITE,2015-07-27T00:00:00Z,MSGN.N,MSG Networks,MSG Networks Inc,MSGN.N
.IXIC,NASDAQ COMPOSITE,2015-07-29T00:00:00Z,PWRD.OQ^G15,Perfect Wld KY,Perfect World Co Ltd,PWRD.OQ
.IXIC,NASDAQ COMPOSITE,2015-07-30T00:00:00Z,STRN.OQ^G15,Sutron,Sutron Corp,STRN.OQ
.IXIC,NASDAQ COMPOSITE,2015-07-31T00:00:00Z,VER.N,VEREIT,VEREIT Inc,VER.N
.IXIC,NASDAQ COMPOSITE,2015-08-03T00:00:00Z,SUSQ.OQ^H15,Susquehanna Banc,Susquehanna Bancshares Inc,SUSQ.OQ
.IXIC,NASDAQ COMPOSITE,2015-08-04T00:00:00Z,MCRL.OQ^H15,Micrel,Micrel Inc,MCRL.OQ
.IXIC,NASDAQ COMPOSITE,2015-08-07T00:00:00Z,INFA.OQ^H15,Informatica Llc,Informatica LLC,INFA.OQ
.IXIC,NASDAQ COMPOSITE,2015-08-11T00:00:00Z,CMGE.OQ^H15,CMGE,China Mobile Games and Entertainment Group Ltd,CMGE.OQ
.IXIC,NASDAQ COMPOSITE,2015-08-13T00:00:00Z,CSRE.OQ^H15,CSR,CSR Ltd,CSRE.OQ
.IXIC,NASDAQ COMPOSITE,2015-08-17T00:00:00Z,LNBB.OQ^H15,LNB Bancorp,LNB Bancorp Inc,LNBB.OQ
.IXIC,NASDAQ COMPOSITE,2015-08-19T00:00:00Z,QLTY.OQ^H15,QDI,Quality Distribution Inc,QLTY.OQ
.IXIC,NASDAQ COMPOSITE,2015-08-21T00:00:00Z,ASMI.OQ^H15,ASM Intl,ASM International NV,ASMI.OQ
.IXIC,NASDAQ COMPOSITE,2015-08-21T00:00:00Z,BRLI.OQ^H15,Bio-Reference,Bio-Reference Laboratories Inc,BRLI.OQ
.IXIC,NASDAQ COMPOSITE,2015-08-24T00:00:00Z,HERO.OQ^H15,Hercules Offshre,Hercules Offshore Inc,HERO.OQ
.IXIC,NASDAQ COMPOSITE,2015-08-28T00:00:00Z,RCPT.OQ^H15,Receptos,Receptos LLC,RCPT.OQ
.IXIC,NASDAQ COMPOSITE,2015-09-01T00:00:00Z,GYRO.OQ^I15,Gyrodyne,Gyrodyne Company of America Inc,GYRO.OQ
.IXIC,NASDAQ COMPOSITE,2015-09-01T00:00:00Z,PLMT.OQ^I15,Palmetto Bancsh,Palmetto Bancshares Inc,PLMT.OQ
.IXIC,NASDAQ COMPOSITE,2015-09-02T00:00:00Z,AMCF.OQ^I15,Andatee China,Andatee China Marine Fuel Services Corp,AMCF.OQ
.IXIC,NASDAQ COMPOSITE,2015-09-03T00:00:00Z,MAG.OQ^I15,Magnetek,Magnetek Inc,MAG.OQ
.IXIC,NASDAQ COMPOSITE,2015-09-08T00:00:00Z,PMFG.OQ^I15,PMFG,PMFG Inc,PMFG.OQ
.IXIC,NASDAQ COMPOSITE,2015-09-10T00:00:00Z,PSTR.OQ^I15,PostRock Energy,PostRock Energy Corp,PSTR.OQ
.IXIC,NASDAQ COMPOSITE,2015-09-16T00:00:00Z,LABC.OQ^I15,Louisiana,Louisiana Bancorp Inc,LABC.OQ
.IXIC,NASDAQ COMPOSITE,2015-09-16T00:00:00Z,BGMD.OQ^I15,BG Medicine,BG Medicine Inc,BGMD.OQ
.IXIC,NASDAQ COMPOSITE,2015-09-16T00:00:00Z,CPGI.OQ^I15,CN Pack Grp,China Shengda Packaging Group Inc,CPGI.OQ
.IXIC,NASDAQ COMPOSITE,2015-09-18T00:00:00Z,TSRE.OQ^I15,Trd Strt Rdtl,Trade Street Residential Inc,TSRE.OQ
.IXIC,NASDAQ COMPOSITE,2015-09-22T00:00:00Z,TECU.OQ^I15,Tecumseh Product,Tecumseh Products Co,TECU.OQ
.IXIC,NASDAQ COMPOSITE,2015-09-29T00:00:00Z,NGHCO.OQ^B21,National General,National General Holdings Corp,NGHCO.OQ
.IXIC,NASDAQ COMPOSITE,2015-09-29T00:00:00Z,CIVBP.OQ^L19,Civista,Civista Bancshares Inc,CIVBP.OQ
.IXIC,NASDAQ COMPOSITE,2015-09-30T00:00:00Z,IKAN.OQ^I15,Ikanos Commns,Ikanos Communications Inc,IKAN.OQ
.IXIC,NASDAQ COMPOSITE,2015-10-02T00:00:00Z,KYTH.OQ^J15,Kythera,Kythera Biopharmaceuticals Inc,KYTH.OQ
.IXIC,NASDAQ COMPOSITE,2015-10-02T00:00:00Z,ZU.OQ^J15,Zulily,Zulily Inc,ZU.OQ
.IXIC,NASDAQ COMPOSITE,2015-10-02T00:00:00Z,WMGI.OQ^K20,Wright Mecal,Wright Medical Group NV,WMGI.OQ
.IXIC,NASDAQ COMPOSITE,2015-10-02T00:00:00Z,TRAK.OQ^J15,Dealertrack,Dealertrack Technologies Inc,TRAK.OQ
.IXIC,NASDAQ COMPOSITE,2015-10-02T00:00:00Z,WMGI.OQ^J15,Wright Med Grp,Wright Medical Group Inc,WMGI.OQ
.IXIC,NASDAQ COMPOSITE,2015-10-05T00:00:00Z,ZAZA.OQ^J15,ZaZa Energy,ZaZa Energy Corp,ZAZA.OQ
.IXIC,NASDAQ COMPOSITE,2015-10-07T00:00:00Z,MHLDO.OQ^I16,Maiden Hldgs,Maiden Holdings Ltd,MHLDO.OQ
.IXIC,NASDAQ COMPOSITE,2015-10-07T00:00:00Z,HILL.OQ^J15,Seagate Cloud,Seagate Cloud Systems Inc,HILL.OQ
.IXIC,NASDAQ COMPOSITE,2015-10-08T00:00:00Z,SQBK.OQ^J15,Square 1 Fincl,Square 1 Financial Inc,SQBK.OQ
.IXIC,NASDAQ COMPOSITE,2015-10-09T00:00:00Z,THOR.OQ^J15,Thoratec,Thoratec LLC,THOR.OQ
.IXIC,NASDAQ COMPOSITE,2015-10-09T00:00:00Z,EROC.OQ^J15,Eagle Rock,Eagle Rock Energy Partners LP,EROC.OQ
.IXIC,NASDAQ COMPOSITE,2015-10-12T00:00:00Z,TIGR.OQ^J15,TigerLogic,TigerLogic Corp (Pre-Merger),TIGR.OQ
.IXIC,NASDAQ COMPOSITE,2015-10-12T00:00:00Z,INPH.OQ^J15,Interphase,Interphase Corp,INPH.OQ
.IXIC,NASDAQ COMPOSITE,2015-10-12T00:00:00Z,ALLB.OQ^J15,Alliance Bancorp,Alliance Bancorp Inc of Pennsylvania,ALLB.OQ
.IXIC,NASDAQ COMPOSITE,2015-10-13T00:00:00Z,LMNS.OQ^J15,Lumenis,Lumenis Ltd,LMNS.OQ
.IXIC,NASDAQ COMPOSITE,2015-10-13T00:00:00Z,DAEG.OQ^J15,Daegis,Daegis Inc,DAEG.OQ
.IXIC,NASDAQ COMPOSITE,2015-10-13T00:00:00Z,OPHC.OQ,OptimumBank,OptimumBank Holdings Inc,OPHC.OQ
.IXIC,NASDAQ COMPOSITE,2015-10-14T00:00:00Z,MRGE.OQ^J15,Merge Healthcare,Merge Healthcare Inc,MRGE.OQ
.IXIC,NASDAQ COMPOSITE,2015-10-16T00:00:00Z,GULTU.OQ^J15,Gulf Coast Ultra,Gulf Coast Ultra Deep Royalty Trust,GULTU.OQ
.IXIC,NASDAQ COMPOSITE,2015-10-16T00:00:00Z,SURG.OQ^J15,Synergetics USA,Synergetics USA Inc,SURG.OQ
.IXIC,NASDAQ COMPOSITE,2015-10-19T00:00:00Z,CYBX.OQ^J15,Livanova Usa,Livanova Usa Inc,CYBX.OQ
.IXIC,NASDAQ COMPOSITE,2015-10-23T00:00:00Z,EPAX.OQ^J15,Ambassadors Grp,Ambassadors Group Inc,EPAX.OQ
.IXIC,NASDAQ COMPOSITE,2015-10-26T00:00:00Z,ADEP.OQ^J15,Omron Robotics,Omron Robotics & Safety Technologies Inc,ADEP.OQ
.IXIC,NASDAQ COMPOSITE,2015-10-28T00:00:00Z,LIQD.OQ^J15,Liquid,Liquid Holdings Group Inc,LIQD.OQ
.IXIC,NASDAQ COMPOSITE,2015-10-28T00:00:00Z,ENVI.OQ^J15,Envivio,Envivio Inc,ENVI.OQ
.IXIC,NASDAQ COMPOSITE,2015-10-29T00:00:00Z,ESCR.OQ^J15,Escalera Res,Escalera Resources Co,ESCR.OQ
.IXIC,NASDAQ COMPOSITE,2015-10-29T00:00:00Z,ATRM.OQ^J15,ATRM Holdings,ATRM Holdings Inc,ATRM.OQ
.IXIC,NASDAQ COMPOSITE,2015-10-29T00:00:00Z,MCBK.OQ^J15,Madison Cnty Fin,Madison County Financial Inc,MCBK.OQ
.IXIC,NASDAQ COMPOSITE,2015-10-29T00:00:00Z,LOOK.OQ^J15,Looksmart,Looksmart Ltd,LOOK.OQ
.IXIC,NASDAQ COMPOSITE,2015-11-02T00:00:00Z,ROIQ.OQ^B16,ROI Acqsn 2,ROI Acquisition Corp II,ROIQ.OQ
.IXIC,NASDAQ COMPOSITE,2015-11-02T00:00:00Z,FSGI.OQ^K15,First Secrty Grp,First Security Group Inc,FSGI.OQ
.IXIC,NASDAQ COMPOSITE,2015-11-02T00:00:00Z,HCBK.OQ^K15,Hudson City Bcp,Hudson City Bancorp Inc,HCBK.OQ
.IXIC,NASDAQ COMPOSITE,2015-11-04T00:00:00Z,APLP.OQ^D18,Archrock Prtnrs,Archrock Partners LP,APLP.OQ
.IXIC,NASDAQ COMPOSITE,2015-11-05T00:00:00Z,RCPI.OQ^K15,Rock Creek,Rock Creek Pharmaceuticals Inc,RCPI.OQ
.IXIC,NASDAQ COMPOSITE,2015-11-05T00:00:00Z,ONCY.OQ^K15,Oncolytics Bio,Oncolytics Biotech Inc,ONCY.OQ
.IXIC,NASDAQ COMPOSITE,2015-11-09T00:00:00Z,SMAC.OQ^J15,Sino Mercury,Sino Mercury Acquisition Corp,SMAC.OQ
.IXIC,NASDAQ COMPOSITE,2015-11-11T00:00:00Z,REMY.OQ^K15,Remy Intl,Remy International Inc,REMY.OQ
.IXIC,NASDAQ COMPOSITE,2015-11-13T00:00:00Z,XOOM.OQ^K15,Xoom,Xoom Corp,XOOM.OQ
.IXIC,NASDAQ COMPOSITE,2015-11-18T00:00:00Z,GOMO.OQ^K15,Sungy Mobile,Sungy Mobile Ltd,GOMO.OQ
.IXIC,NASDAQ COMPOSITE,2015-11-19T00:00:00Z,SIAL.OQ^K15,Sigma Aldrich,Sigma-Aldrich Corp,SIAL.OQ
.IXIC,NASDAQ COMPOSITE,2015-11-19T00:00:00Z,GAME.OQ^K15,Shanda Games,Shanda Games Ltd,GAME.OQ
.IXIC,NASDAQ COMPOSITE,2015-11-20T00:00:00Z,YDLE.OQ^K15,Yodlee,Yodlee Inc,YDLE.OQ
.IXIC,NASDAQ COMPOSITE,2015-11-24T00:00:00Z,IPCM.OQ^K15,IPC Healthcare,IPC Healthcare Inc,IPCM.OQ
.IXIC,NASDAQ COMPOSITE,2015-11-25T00:00:00Z,PSEM.OQ^K15,Pericom,Pericom Semiconductor Corp,PSEM.OQ
.IXIC,NASDAQ COMPOSITE,2015-11-25T00:00:00Z,CHOP.OQ^K15,China Gerui,China Gerui Advanced Materials Group Ltd,CHOP.OQ
.IXIC,NASDAQ COMPOSITE,2015-11-25T00:00:00Z,GDEF.OQ^K15,STG Group,STG Group Inc,GDEF.OQ
.IXIC,NASDAQ COMPOSITE,2015-11-30T00:00:00Z,PLNR.OQ^K15,Planar Syst,Planar Systems Inc,PLNR.OQ
.IXIC,NASDAQ COMPOSITE,2015-12-01T00:00:00Z,SIBC.OQ^L15,State Investors,State Investors Bancorp Inc,SIBC.OQ
.IXIC,NASDAQ COMPOSITE,2015-12-07T00:00:00Z,DARA.OQ^L15,DARA BioSci,DARA BioSciences Inc,DARA.OQ
.IXIC,NASDAQ COMPOSITE,2015-12-08T00:00:00Z,ONFC.OQ^L15,Oneida Financial,Oneida Financial Corp,ONFC.OQ
.IXIC,NASDAQ COMPOSITE,2015-12-08T00:00:00Z,ISSI.OQ^L15,ISSI,Integrated Silicon Solution Inc,ISSI.OQ
.IXIC,NASDAQ COMPOSITE,2015-12-10T00:00:00Z,STNR.OQ^L15,SLL,Steiner Leisure Ltd,STNR.OQ
.IXIC,NASDAQ COMPOSITE,2015-12-11T00:00:00Z,BAMM.OQ^L15,Books-A-Million,Books-A-Million Inc,BAMM.OQ
.IXIC,NASDAQ COMPOSITE,2015-12-14T00:00:00Z,CMCSK.OQ^L15,Comcast,Comcast Corp,CMCSK.OQ
.IXIC,NASDAQ COMPOSITE,2015-12-16T00:00:00Z,AWAY.OQ^L15,HomeAway,HomeAway Inc,AWAY.OQ
.IXIC,NASDAQ COMPOSITE,2015-12-18T00:00:00Z,ZSPH.OQ^L15,ZS Pharma,ZS Pharma Inc,ZSPH.OQ
.IXIC,NASDAQ COMPOSITE,2015-12-18T00:00:00Z,SCNB.N^D17,Suffolk,Suffolk Bancorp,SCNB.N
.IXIC,NASDAQ COMPOSITE,2015-12-21T00:00:00Z,HKTV.OQ^L15,HKTV,Hong Kong Television Network Ltd,HKTV.OQ
.IXIC,NASDAQ COMPOSITE,2015-12-21T00:00:00Z,SKBI.OQ^L15,Skystar,Skystar Bio-Pharmaceutical Co,SKBI.OQ
.IXIC,NASDAQ COMPOSITE,2015-12-21T00:00:00Z,VIMC.OQ^L15,Vimicro,Vimicro International Corp,VIMC.OQ
.IXIC,NASDAQ COMPOSITE,2015-12-21T00:00:00Z,AFCB.OQ^L15,Athens,Athens Bancshares Corp,AFCB.OQ
.IXIC,NASDAQ COMPOSITE,2015-12-23T00:00:00Z,SPRO.OQ^L15,SmartPros,SmartPros Ltd,SPRO.OQ
.IXIC,NASDAQ COMPOSITE,2015-12-24T00:00:00Z,GSM.OQ^L15,Globe Specialty,Globe Specialty Metals Inc,GSM.OQ
.IXIC,NASDAQ COMPOSITE,2015-12-28T00:00:00Z,ESSX.OQ^L15,Essex Rental,Essex Rental Corp,ESSX.OQ
.IXIC,NASDAQ COMPOSITE,2015-12-28T00:00:00Z,PBCP.OQ^L15,Polonia Bancorp,Polonia Bancorp Inc,PBCP.OQ
.IXIC,NASDAQ COMPOSITE,2015-12-28T00:00:00Z,NECB.OQ^L15,Northeast Comm,Northeast Community Bancorp Inc,NECB.OQ
.IXIC,NASDAQ COMPOSITE,2015-12-29T00:00:00Z,FFNM.OQ^L15,First Federal,First Federal of Northern Michigan Bancorp Inc,FFNM.OQ
.IXIC,NASDAQ COMPOSITE,2015-12-29T00:00:00Z,CAMB.OQ^L15,Cambridge Cap,Cambridge Capital Acquisition Corp,CAMB.OQ
.IXIC,NASDAQ COMPOSITE,2015-12-29T00:00:00Z,ALTR.OQ^L15,Altera,Altera Corp,ALTR.OQ
.IXIC,NASDAQ COMPOSITE,2015-12-31T00:00:00Z,VRTA.OQ^L15,Vestin Realty I,Vestin Realty Mortgage I Inc,VRTA.OQ
.IXIC,NASDAQ COMPOSITE,2016-01-04T00:00:00Z,FCVA.OQ^A16,First Cptl Bnc,First Capital Bancorp Inc (VIRGINIA),FCVA.OQ
.IXIC,NASDAQ COMPOSITE,2016-01-04T00:00:00Z,ASBI.OQ^A16,Ameriana Bancrp,Ameriana Bancorp,ASBI.OQ
.IXIC,NASDAQ COMPOSITE,2016-01-04T00:00:00Z,FXEN.OQ^A16,FX Energy,FX Energy Inc,FXEN.OQ
.IXIC,NASDAQ COMPOSITE,2016-01-04T00:00:00Z,KCLI.OQ^A16,Kansas City Life,Kansas City Life Insurance Co,KCLI.OQ
.IXIC,NASDAQ COMPOSITE,2016-01-05T00:00:00Z,TW.OQ^A16,Towers Wats,Towers Watson & Co,TW.OQ
.IXIC,NASDAQ COMPOSITE,2016-01-06T00:00:00Z,ARRS.OQ^A16,ARRIS Group,ARRIS Group Inc,ARRS.OQ
.IXIC,NASDAQ COMPOSITE,2016-01-07T00:00:00Z,MEIL.OQ^A16,Methes Energies,Methes Energies International Ltd,MEIL.OQ
.IXIC,NASDAQ COMPOSITE,2016-01-07T00:00:00Z,DXM.OQ^A16,Thryv Holdings,Thryv Holdings Inc,DXM.OQ
.IXIC,NASDAQ COMPOSITE,2016-01-13T00:00:00Z,KBIO.OQ^A16,Humanigen,Humanigen Inc,KBIO.OQ
.IXIC,NASDAQ COMPOSITE,2016-01-14T00:00:00Z,THTI.OQ^A16,THT,THT Heat Transfer Technology Inc,THTI.OQ
.IXIC,NASDAQ COMPOSITE,2016-01-15T00:00:00Z,SWSH.OQ^A16,Swisher Hygiene,Swisher Hygiene Inc,SWSH.OQ
.IXIC,NASDAQ COMPOSITE,2016-01-19T00:00:00Z,NVSL.OQ^A16,Naug Valley Fin,Naugatuck Valley Financial Corp,NVSL.OQ
.IXIC,NASDAQ COMPOSITE,2016-01-19T00:00:00Z,PMCS.OQ^A16,Microsemi Strg,Microsemi Storage Solutions Inc,PMCS.OQ
.IXIC,NASDAQ COMPOSITE,2016-01-19T00:00:00Z,PRSN.OQ^A16,BSD Medical,BSD Medical Corp,PRSN.OQ
.IXIC,NASDAQ COMPOSITE,2016-01-19T00:00:00Z,BDBD.OQ^A16,Boulder Brands,Boulder Brands Inc,BDBD.OQ
.IXIC,NASDAQ COMPOSITE,2016-01-21T00:00:00Z,ROYL.OQ^A16,Royale Energy,Royale Energy Funds Inc,ROYL.OQ
.IXIC,NASDAQ COMPOSITE,2016-01-21T00:00:00Z,SPDC.OQ^A16,Speed Commerce,Speed Commerce Inc,SPDC.OQ
.IXIC,NASDAQ COMPOSITE,2016-01-25T00:00:00Z,UTIW.OQ^A16,Uti,UTi Worldwide Inc,UTIW.OQ
.IXIC,NASDAQ COMPOSITE,2016-01-25T00:00:00Z,DYAX.OQ^A16,Dyax,Dyax Corp,DYAX.OQ
.IXIC,NASDAQ COMPOSITE,2016-01-28T00:00:00Z,FNCX.OQ^F17,FunctionX,FunctionX Inc,FNCX.OQ
.IXIC,NASDAQ COMPOSITE,2016-01-29T00:00:00Z,ADAT.OQ^A16,Aeon Glo Health,Aeon Global Health Corp,ADAT.OQ
.IXIC,NASDAQ COMPOSITE,2016-01-29T00:00:00Z,MDAS.OQ^A16,MedAssets,Medassets Inc,MDAS.OQ
.IXIC,NASDAQ COMPOSITE,2016-01-29T00:00:00Z,OVTI.OQ^A16,OmniVision Tech,OmniVision Technologies Inc,OVTI.OQ
.IXIC,NASDAQ COMPOSITE,2016-02-01T00:00:00Z,RENT.OQ^B16,Rentrak,Rentrak Corp,RENT.OQ
.IXIC,NASDAQ COMPOSITE,2016-02-02T00:00:00Z,BRCM.OQ^B16,Broadco,Broadcom Corp,BRCM.OQ
.IXIC,NASDAQ COMPOSITE,2016-02-05T00:00:00Z,TRIV.OQ^B16,TriVascular Tech,TriVascular Technologies Inc,TRIV.OQ
.IXIC,NASDAQ COMPOSITE,2016-02-08T00:00:00Z,AXPW.OQ^B16,Axion Power Intl,Axion Power International Inc,AXPW.OQ
.IXIC,NASDAQ COMPOSITE,2016-02-10T00:00:00Z,WAVX.OQ^B16,Esw Hldg,Esw Holdings Inc,WAVX.OQ
.IXIC,NASDAQ COMPOSITE,2016-02-10T00:00:00Z,SFXE.OQ^B16,Livestyle,Livestyle Inc,SFXE.OQ
.IXIC,NASDAQ COMPOSITE,2016-02-10T00:00:00Z,PRXI.OQ^B16,Premier Exhibitn,Premier Exhibitions Inc,PRXI.OQ
.IXIC,NASDAQ COMPOSITE,2016-02-10T00:00:00Z,CTCT.OQ^B16,Constant Contact,Constant Contact Inc,CTCT.OQ
.IXIC,NASDAQ COMPOSITE,2016-02-11T00:00:00Z,POZN.OQ^B16,POZEN,POZEN Inc,POZN.OQ
.IXIC,NASDAQ COMPOSITE,2016-02-11T00:00:00Z,OCAT.OQ^B16,Ocata,Ocata Therapeutics Inc,OCAT.OQ
.IXIC,NASDAQ COMPOSITE,2016-02-11T00:00:00Z,ZINC.OQ^B16,American Zinc,American Zinc Recycling LLC,ZINC.OQ
.IXIC,NASDAQ COMPOSITE,2016-02-12T00:00:00Z,QCCO.OQ^B16,QC Holdings,QC Holdings Inc,QCCO.OQ
.IXIC,NASDAQ COMPOSITE,2016-02-16T00:00:00Z,METR.OQ^B16,Metro Bancorp,Metro Bancorp Inc,METR.OQ
.IXIC,NASDAQ COMPOSITE,2016-02-17T00:00:00Z,VPCO.OQ^B16,HCMC,Healthier Choices Management Corp,VPCO.OQ
.IXIC,NASDAQ COMPOSITE,2016-02-19T00:00:00Z,CHLN.OQ^B16,China Housing,China Housing & Land Development Inc,CHLN.OQ
.IXIC,NASDAQ COMPOSITE,2016-02-23T00:00:00Z,EZCH.OQ^B16,EZchip Sem,EZchip Semiconductor Ltd,EZCH.OQ
.IXIC,NASDAQ COMPOSITE,2016-02-24T00:00:00Z,TSYS.OQ^B16,Telecommn Sys,TeleCommunication Systems Inc,TSYS.OQ
.IXIC,NASDAQ COMPOSITE,2016-02-25T00:00:00Z,ASTI.OQ^B16,Ascent Solar,Ascent Solar Technologies Inc,ASTI.OQ
.IXIC,NASDAQ COMPOSITE,2016-03-01T00:00:00Z,SIRO.OQ^C16,Sirona Dental Sy,Sirona Dental Systems Inc,SIRO.OQ
.IXIC,NASDAQ COMPOSITE,2016-03-01T00:00:00Z,RIVR.OQ^C16,River Vlly Bank,River Valley Bancorp,RIVR.OQ
.IXIC,NASDAQ COMPOSITE,2016-03-01T00:00:00Z,DMND.OQ^C16,Diamond Foods,Diamond Foods Inc,DMND.OQ
.IXIC,NASDAQ COMPOSITE,2016-03-02T00:00:00Z,NBBC.OQ^C16,Newbridge,Newbridge Bancorp,NBBC.OQ
.IXIC,NASDAQ COMPOSITE,2016-03-04T00:00:00Z,GMCR.OQ^C16,Keurig Green,Keurig Green Mountain Inc,GMCR.OQ
.IXIC,NASDAQ COMPOSITE,2016-03-07T00:00:00Z,TOR.OQ^C16,Sutor,Sutor Technology Group Ltd,TOR.OQ
.IXIC,NASDAQ COMPOSITE,2016-03-08T00:00:00Z,RJET.OQ^C16,Republic Air Hld,Republic Airways Holdings Inc,RJET.OQ
.IXIC,NASDAQ COMPOSITE,2016-03-14T00:00:00Z,CSUN.OQ^C16,China Sunergy,China Sunergy Co Ltd,CSUN.OQ
.IXIC,NASDAQ COMPOSITE,2016-03-14T00:00:00Z,JAXB.OQ^C16,Jacksonville,Jacksonville Bancorp Inc,JAXB.OQ
.IXIC,NASDAQ COMPOSITE,2016-03-16T00:00:00Z,ANAD.OQ^C16,II-VI Optoelectr,II-VI Optoelectronic Devices Inc,ANAD.OQ
.IXIC,NASDAQ COMPOSITE,2016-03-21T00:00:00Z,LOJN.OQ^C16,LoJack,LoJack Corp,LOJN.OQ
.IXIC,NASDAQ COMPOSITE,2016-03-22T00:00:00Z,GAI.OQ^C16,Global-Tech Adv,Global-Tech Advanced Innovations Inc,GAI.OQ
.IXIC,NASDAQ COMPOSITE,2016-03-28T00:00:00Z,BBLU.OQ^C16,Blue Earth,Blue Earth Inc,BBLU.OQ
.IXIC,NASDAQ COMPOSITE,2016-03-29T00:00:00Z,SIXD.OQ^C16,6D Global Tech,6D Global Technologies Inc,SIXD.OQ
.IXIC,NASDAQ COMPOSITE,2016-04-01T00:00:00Z,AFFX.OQ^D16,Affymetrix,Affymetrix Inc,AFFX.OQ
.IXIC,NASDAQ COMPOSITE,2016-04-01T00:00:00Z,QTWW.OQ^D16,QF Liquidation,QF Liquidation Inc,QTWW.OQ
.IXIC,NASDAQ COMPOSITE,2016-04-01T00:00:00Z,SXCL.OQ^D16,Steel Excel,Steel Excel Inc,SXCL.OQ
.IXIC,NASDAQ COMPOSITE,2016-04-04T00:00:00Z,HMIN.OQ^D16,Homeinns Hotel,Homeinns Hotel Group,HMIN.OQ
.IXIC,NASDAQ COMPOSITE,2016-04-05T00:00:00Z,NPBC.OQ^D16,National Penn,National Penn Bancshares Inc,NPBC.OQ
.IXIC,NASDAQ COMPOSITE,2016-04-05T00:00:00Z,ATML.OQ^D16,Atmel,Atmel Corp,ATML.OQ
.IXIC,NASDAQ COMPOSITE,2016-04-11T00:00:00Z,BONA.OQ^D16,Bona Film,Bona Film Group Ltd,BONA.OQ
.IXIC,NASDAQ COMPOSITE,2016-04-14T00:00:00Z,PSUN.OQ^D16,Pacific Sunwear,Pacific Sunwear of California Inc,PSUN.OQ
.IXIC,NASDAQ COMPOSITE,2016-04-15T00:00:00Z,MCOX.OQ^D16,Mecox Lane,Mecox Lane Ltd,MCOX.OQ
.IXIC,NASDAQ COMPOSITE,2016-04-18T00:00:00Z,LMCB.OQ^D16,Liberty Media,Liberty Media Corp,LMCB.OQ
.IXIC,NASDAQ COMPOSITE,2016-04-18T00:00:00Z,MOLG.OQ^D16,MOL Global,MOL Global Inc,MOLG.OQ
.IXIC,NASDAQ COMPOSITE,2016-04-19T00:00:00Z,JST.OQ^D16,Jinpan Intl,Jinpan International Ltd,JST.OQ
.IXIC,NASDAQ COMPOSITE,2016-04-25T00:00:00Z,EXXI.OQ^D16,Energy XXI,Energy XXI Ltd,EXXI.OQ
.IXIC,NASDAQ COMPOSITE,2016-04-25T00:00:00Z,FREE.OQ^D16,FreeSeas,FreeSeas Inc,FREE.OQ
.IXIC,NASDAQ COMPOSITE,2016-04-25T00:00:00Z,ATNY.OQ^D16,API Tech,API Technologies Corp,ATNY.OQ
.IXIC,NASDAQ COMPOSITE,2016-04-28T00:00:00Z,ABGB.OQ^D16,Abengoa,Abengoa SA,ABGB.OQ
.IXIC,NASDAQ COMPOSITE,2016-04-28T00:00:00Z,TFM.OQ^D16,Fresh Mrkt,Fresh Market Inc,TFM.OQ
.IXIC,NASDAQ COMPOSITE,2016-05-02T00:00:00Z,PULB.OQ^E16,Pulaski Finl,Pulaski Financial Corp,PULB.OQ
.IXIC,NASDAQ COMPOSITE,2016-05-02T00:00:00Z,NEWP.OQ^E16,Newport,Newport Corp,NEWP.OQ
.IXIC,NASDAQ COMPOSITE,2016-05-02T00:00:00Z,PNK.OQ^D16,Gold Merger Sub,Gold Merger Sub LLC,PNK.OQ
.IXIC,NASDAQ COMPOSITE,2016-05-02T00:00:00Z,ABCW.OQ^E16,Anchor Bancrp,Anchor BanCorp Wisconsin Inc,ABCW.OQ
.IXIC,NASDAQ COMPOSITE,2016-05-03T00:00:00Z,CRWN.OQ^E16,Crown Media,Crown Media Holdings Inc,CRWN.OQ
.IXIC,NASDAQ COMPOSITE,2016-05-03T00:00:00Z,CBNJ.OQ^E16,Justice Merger,Justice Merger Sub Corp,CBNJ.OQ
.IXIC,NASDAQ COMPOSITE,2016-05-03T00:00:00Z,BYLK.OQ^E16,Baylake,Baylake Corp,BYLK.OQ
.IXIC,NASDAQ COMPOSITE,2016-05-09T00:00:00Z,NTLS.OQ^E16,NTELOS Hldg,NTELOS Holdings Corp,NTLS.OQ
.IXIC,NASDAQ COMPOSITE,2016-05-09T00:00:00Z,VBIV.OQ^E16,VBI Vacc,VBI Vaccines Delaware Inc,VBIV.OQ
.IXIC,NASDAQ COMPOSITE,2016-05-09T00:00:00Z,REDF.OQ^E16,Rediff.com India,Rediff.com India Ltd,REDF.OQ
.IXIC,NASDAQ COMPOSITE,2016-05-11T00:00:00Z,NRX.OQ^E16,Medpace Research,Medpace Research Inc,NRX.OQ
.IXIC,NASDAQ COMPOSITE,2016-05-12T00:00:00Z,MTSN.OQ^E16,Mattson Tech,Mattson Technology Inc,MTSN.OQ
